titleType,primaryTitle,isAdult,year,runtimeMinutes,genres,averageRating,numVotes
movie,Nurse Betty,0,2000,110,Crime,6.2,34996
movie,Nurse Betty,0,2000,110,Drama,6.2,34996
movie,Boys Don't Cry,0,1999,118,Biography,7.5,96234
movie,Boys Don't Cry,0,1999,118,Crime,7.5,96234
movie,Boys Don't Cry,0,1999,118,Drama,7.5,96234
movie,Bad Boys II,0,2003,147,Action,6.6,244159
movie,Bad Boys II,0,2003,147,Comedy,6.6,244159
movie,Bad Boys II,0,2003,147,Crime,6.6,244159
movie,"Girl, Interrupted",0,1999,127,Biography,7.3,177979
movie,"Girl, Interrupted",0,1999,127,Drama,7.3,177979
movie,Gladiator,0,2000,155,Action,8.5,1432942
