titleType,primaryTitle,isAdult,year,runtimeMinutes,genres,averageRating,numVotes
movie,The Cabinet of Dr. Caligari,0,1920,76,Horror,8.1,61730
movie,The Cabinet of Dr. Caligari,0,1920,76,Mystery,8.1,61730
movie,The Cabinet of Dr. Caligari,0,1920,76,Thriller,8.1,61730
movie,The Kid,0,1921,68,Comedy,8.3,122903
movie,The Kid,0,1921,68,Drama,8.3,122903
movie,The Kid,0,1921,68,Family,8.3,122903
movie,Nosferatu,0,1922,94,Fantasy,7.9,94009
movie,Nosferatu,0,1922,94,Horror,7.9,94009
movie,Sherlock Jr.,0,1924,45,Action,8.2,47488
movie,Sherlock Jr.,0,1924,45,Comedy,8.2,47488
movie,Sherlock Jr.,0,1924,45,Romance,8.2,47488
movie,Battleship Potemkin,0,1925,75,Drama,8.0,56455
movie,Battleship Potemkin,0,1925,75,History,8.0,56455
movie,Battleship Potemkin,0,1925,75,Thriller,8.0,56455
movie,The Gold Rush,0,1925,95,Adventure,8.2,108450
movie,The Gold Rush,0,1925,95,Comedy,8.2,108450
movie,The Gold Rush,0,1925,95,Drama,8.2,108450
movie,Metropolis,0,1927,153,Drama,8.3,169733
movie,Metropolis,0,1927,153,Sci-Fi,8.3,169733
movie,The General,0,1926,67,Action,8.1,88644
movie,The General,0,1926,67,Adventure,8.1,88644
movie,The General,0,1926,67,Comedy,8.1,88644
movie,Sunrise,0,1927,94,Drama,8.1,50217
movie,Sunrise,0,1927,94,Romance,8.1,50217
movie,The Circus,0,1928,72,Comedy,8.1,32899
movie,The Circus,0,1928,72,Family,8.1,32899
movie,The Circus,0,1928,72,Romance,8.1,32899
movie,The Passion of Joan of Arc,0,1928,110,Biography,8.1,52677
movie,The Passion of Joan of Arc,0,1928,110,Drama,8.1,52677
movie,The Passion of Joan of Arc,0,1928,110,History,8.1,52677
movie,All Quiet on the Western Front,0,1930,152,Drama,8.1,60216
movie,All Quiet on the Western Front,0,1930,152,War,8.1,60216
movie,City Lights,0,1931,87,Comedy,8.5,179507
movie,City Lights,0,1931,87,Drama,8.5,179507
movie,City Lights,0,1931,87,Romance,8.5,179507
movie,Dracula,0,1931,75,Drama,7.5,50799
movie,Dracula,0,1931,75,Fantasy,7.5,50799
movie,Dracula,0,1931,75,Horror,7.5,50799
movie,Frankenstein,0,1931,70,Drama,7.8,70306
movie,Frankenstein,0,1931,70,Horror,7.8,70306
movie,Frankenstein,0,1931,70,Sci-Fi,7.8,70306
movie,M,0,1931,117,Crime,8.3,153500
movie,M,0,1931,117,Mystery,8.3,153500
movie,M,0,1931,117,Thriller,8.3,153500
movie,Freaks,0,1932,64,Drama,7.9,45125
movie,Freaks,0,1932,64,Horror,7.9,45125
movie,The Mummy,0,1932,73,Fantasy,7.1,25919
movie,The Mummy,0,1932,73,Horror,7.1,25919
movie,Scarface,0,1932,93,Action,7.7,27324
movie,Scarface,0,1932,93,Crime,7.7,27324
movie,Scarface,0,1932,93,Drama,7.7,27324
movie,Duck Soup,0,1933,69,Comedy,7.8,59336
movie,Duck Soup,0,1933,69,Musical,7.8,59336
movie,The Invisible Man,0,1933,71,Horror,7.7,33899
movie,The Invisible Man,0,1933,71,Sci-Fi,7.7,33899
movie,King Kong,0,1933,100,Adventure,7.9,83693
movie,King Kong,0,1933,100,Horror,7.9,83693
movie,King Kong,0,1933,100,Sci-Fi,7.9,83693
movie,It Happened One Night,0,1934,105,Comedy,8.1,100850
movie,It Happened One Night,0,1934,105,Romance,8.1,100850
movie,The Thin Man,0,1934,91,Comedy,8.0,28857
movie,The Thin Man,0,1934,91,Mystery,8.0,28857
movie,The 39 Steps,0,1935,86,Crime,7.6,55612
movie,The 39 Steps,0,1935,86,Mystery,7.6,55612
movie,The 39 Steps,0,1935,86,Thriller,7.6,55612
movie,The Bride of Frankenstein,0,1935,75,Drama,7.8,46987
movie,The Bride of Frankenstein,0,1935,75,Horror,7.8,46987
movie,The Bride of Frankenstein,0,1935,75,Sci-Fi,7.8,46987
movie,A Night at the Opera,0,1935,96,Comedy,7.9,32353
movie,A Night at the Opera,0,1935,96,Music,7.9,32353
movie,A Night at the Opera,0,1935,96,Musical,7.9,32353
movie,Modern Times,0,1936,87,Comedy,8.5,233928
movie,Modern Times,0,1936,87,Drama,8.5,233928
movie,Modern Times,0,1936,87,Romance,8.5,233928
movie,La Grande Illusion,0,1937,113,Drama,8.1,35859
movie,La Grande Illusion,0,1937,113,War,8.1,35859
movie,Snow White and the Seven Dwarfs,0,1937,83,Adventure,7.6,193093
movie,Snow White and the Seven Dwarfs,0,1937,83,Animation,7.6,193093
movie,Snow White and the Seven Dwarfs,0,1937,83,Family,7.6,193093
movie,The Adventures of Robin Hood,0,1938,102,Action,7.9,50083
movie,The Adventures of Robin Hood,0,1938,102,Adventure,7.9,50083
movie,The Adventures of Robin Hood,0,1938,102,Romance,7.9,50083
movie,Bringing Up Baby,0,1938,102,Comedy,7.9,60081
movie,The Lady Vanishes,0,1938,96,Mystery,7.8,51142
movie,The Lady Vanishes,0,1938,96,Thriller,7.8,51142
movie,You Can't Take It with You,0,1938,126,Comedy,7.9,25113
movie,You Can't Take It with You,0,1938,126,Drama,7.9,25113
movie,You Can't Take It with You,0,1938,126,Romance,7.9,25113
movie,Gone with the Wind,0,1939,238,Drama,8.1,306634
movie,Gone with the Wind,0,1939,238,History,8.1,306634
movie,Gone with the Wind,0,1939,238,Romance,8.1,306634
movie,Mr. Smith Goes to Washington,0,1939,129,Comedy,8.1,113253
movie,Mr. Smith Goes to Washington,0,1939,129,Drama,8.1,113253
movie,The Rules of the Game,0,1939,110,Comedy,8.0,28393
movie,The Rules of the Game,0,1939,110,Drama,8.0,28393
movie,Stagecoach,0,1939,96,Adventure,7.9,47434
movie,Stagecoach,0,1939,96,Drama,7.9,47434
movie,Stagecoach,0,1939,96,Western,7.9,47434
movie,The Wizard of Oz,0,1939,102,Adventure,8.0,384943
movie,The Wizard of Oz,0,1939,102,Family,8.0,384943
movie,The Wizard of Oz,0,1939,102,Fantasy,8.0,384943
movie,Fantasia,0,1940,125,Animation,7.7,93599
movie,Fantasia,0,1940,125,Family,7.7,93599
movie,Fantasia,0,1940,125,Fantasy,7.7,93599
movie,The Grapes of Wrath,0,1940,129,Drama,8.1,90355
movie,The Great Dictator,0,1940,125,Comedy,8.4,217454
movie,The Great Dictator,0,1940,125,Drama,8.4,217454
movie,The Great Dictator,0,1940,125,War,8.4,217454
movie,His Girl Friday,0,1940,92,Comedy,7.9,57250
movie,His Girl Friday,0,1940,92,Drama,7.9,57250
movie,His Girl Friday,0,1940,92,Romance,7.9,57250
movie,The Philadelphia Story,0,1940,112,Comedy,7.9,67604
movie,The Philadelphia Story,0,1940,112,Romance,7.9,67604
movie,Pinocchio,0,1940,88,Adventure,7.4,140060
movie,Pinocchio,0,1940,88,Animation,7.4,140060
movie,Pinocchio,0,1940,88,Comedy,7.4,140060
movie,Rebecca,0,1940,130,Drama,8.1,133472
movie,Rebecca,0,1940,130,Film-Noir,8.1,133472
movie,Rebecca,0,1940,130,Mystery,8.1,133472
movie,The Shop Around the Corner,0,1940,99,Comedy,8.1,32002
movie,The Shop Around the Corner,0,1940,99,Drama,8.1,32002
movie,The Shop Around the Corner,0,1940,99,Romance,8.1,32002
movie,Citizen Kane,0,1941,119,Drama,8.3,429785
movie,Citizen Kane,0,1941,119,Mystery,8.3,429785
movie,Dumbo,0,1941,64,Adventure,7.2,128043
movie,Dumbo,0,1941,64,Animation,7.2,128043
movie,Dumbo,0,1941,64,Drama,7.2,128043
movie,The Maltese Falcon,0,1941,100,Crime,8.0,155452
movie,The Maltese Falcon,0,1941,100,Film-Noir,8.0,155452
movie,The Maltese Falcon,0,1941,100,Mystery,8.0,155452
movie,Sullivan's Travels,0,1941,90,Adventure,7.9,25817
movie,Sullivan's Travels,0,1941,90,Comedy,7.9,25817
movie,Sullivan's Travels,0,1941,90,Drama,7.9,25817
movie,Suspicion,0,1941,99,Film-Noir,7.3,37333
movie,Suspicion,0,1941,99,Mystery,7.3,37333
movie,Suspicion,0,1941,99,Thriller,7.3,37333
movie,The Wolf Man,0,1941,70,Horror,7.3,26212
movie,The Wolf Man,0,1941,70,Mystery,7.3,26212
movie,The Wolf Man,0,1941,70,Romance,7.3,26212
movie,Bambi,0,1942,70,Adventure,7.3,138806
movie,Bambi,0,1942,70,Animation,7.3,138806
movie,Bambi,0,1942,70,Drama,7.3,138806
movie,Casablanca,0,1942,102,Drama,8.5,553050
movie,Casablanca,0,1942,102,Romance,8.5,553050
movie,Casablanca,0,1942,102,War,8.5,553050
movie,Saboteur,0,1942,109,Thriller,7.2,25233
movie,Saboteur,0,1942,109,War,7.2,25233
movie,Kate & Leopold,0,2001,118,Comedy,6.4,82794
movie,Kate & Leopold,0,2001,118,Fantasy,6.4,82794
movie,Kate & Leopold,0,2001,118,Romance,6.4,82794
movie,To Be or Not to Be,0,1942,99,Comedy,8.2,35186
movie,To Be or Not to Be,0,1942,99,Romance,8.2,35186
movie,To Be or Not to Be,0,1942,99,War,8.2,35186
movie,Shadow of a Doubt,0,1943,108,Film-Noir,7.8,63839
movie,Shadow of a Doubt,0,1943,108,Thriller,7.8,63839
movie,Arsenic and Old Lace,0,1943,118,Comedy,8.0,69582
movie,Arsenic and Old Lace,0,1943,118,Crime,8.0,69582
movie,Arsenic and Old Lace,0,1943,118,Thriller,8.0,69582
movie,Double Indemnity,0,1944,107,Crime,8.3,152622
movie,Double Indemnity,0,1944,107,Drama,8.3,152622
movie,Double Indemnity,0,1944,107,Film-Noir,8.3,152622
movie,Gaslight,0,1944,114,Crime,7.8,27481
movie,Gaslight,0,1944,114,Drama,7.8,27481
movie,Gaslight,0,1944,114,Mystery,7.8,27481
movie,The Best Years of Our Lives,0,1946,170,Drama,8.1,61999
movie,The Best Years of Our Lives,0,1946,170,Romance,8.1,61999
movie,The Best Years of Our Lives,0,1946,170,War,8.1,61999
movie,Laura,0,1944,88,Drama,8.0,46119
movie,Laura,0,1944,88,Film-Noir,8.0,46119
movie,Laura,0,1944,88,Mystery,8.0,46119
movie,Lifeboat,0,1944,97,Drama,7.6,28343
movie,Lifeboat,0,1944,97,War,7.6,28343
movie,To Have and Have Not,0,1944,100,Adventure,7.8,33698
movie,To Have and Have Not,0,1944,100,Comedy,7.8,33698
movie,To Have and Have Not,0,1944,100,Film-Noir,7.8,33698
movie,Brief Encounter,0,1945,86,Drama,8.0,38919
movie,Brief Encounter,0,1945,86,Romance,8.0,38919
movie,The Lost Weekend,0,1945,101,Drama,7.9,35992
movie,The Lost Weekend,0,1945,101,Film-Noir,7.9,35992
movie,Mildred Pierce,0,1945,111,Crime,8.0,25074
movie,Mildred Pierce,0,1945,111,Drama,8.0,25074
movie,Mildred Pierce,0,1945,111,Film-Noir,8.0,25074
movie,Spellbound,0,1945,111,Film-Noir,7.5,47519
movie,Spellbound,0,1945,111,Mystery,7.5,47519
movie,Spellbound,0,1945,111,Romance,7.5,47519
movie,Beauty and the Beast,0,1946,96,Drama,7.9,25963
movie,Beauty and the Beast,0,1946,96,Fantasy,7.9,25963
movie,Beauty and the Beast,0,1946,96,Romance,7.9,25963
movie,The Big Sleep,0,1946,114,Crime,7.9,83850
movie,The Big Sleep,0,1946,114,Film-Noir,7.9,83850
movie,The Big Sleep,0,1946,114,Mystery,7.9,83850
movie,Gilda,0,1946,110,Drama,7.6,31527
movie,Gilda,0,1946,110,Film-Noir,7.6,31527
movie,Gilda,0,1946,110,Romance,7.6,31527
movie,It's a Wonderful Life,0,1946,130,Comedy,8.6,439312
movie,It's a Wonderful Life,0,1946,130,Drama,8.6,439312
movie,It's a Wonderful Life,0,1946,130,Family,8.6,439312
movie,Notorious,0,1946,102,Drama,8.0,98890
movie,Notorious,0,1946,102,Film-Noir,8.0,98890
movie,Notorious,0,1946,102,Romance,8.0,98890
movie,"Rome, Open City",0,1945,103,Drama,8.1,25694
movie,"Rome, Open City",0,1945,103,Thriller,8.1,25694
movie,"Rome, Open City",0,1945,103,War,8.1,25694
movie,The Stranger,0,1946,95,Crime,7.4,25997
movie,The Stranger,0,1946,95,Drama,7.4,25997
movie,The Stranger,0,1946,95,Film-Noir,7.4,25997
movie,Miracle on 34th Street,0,1947,96,Comedy,7.9,47060
movie,Miracle on 34th Street,0,1947,96,Drama,7.9,47060
movie,Miracle on 34th Street,0,1947,96,Family,7.9,47060
movie,Out of the Past,0,1947,97,Crime,8.0,36032
movie,Out of the Past,0,1947,97,Drama,8.0,36032
movie,Out of the Past,0,1947,97,Film-Noir,8.0,36032
movie,Key Largo,0,1948,100,Action,7.8,39828
movie,Key Largo,0,1948,100,Crime,7.8,39828
movie,Key Largo,0,1948,100,Drama,7.8,39828
movie,Bicycle Thieves,0,1948,89,Drama,8.3,158794
movie,The Lady from Shanghai,0,1947,87,Crime,7.6,29560
movie,The Lady from Shanghai,0,1947,87,Drama,7.6,29560
movie,The Lady from Shanghai,0,1947,87,Film-Noir,7.6,29560
movie,Red River,0,1948,133,Drama,7.8,30458
movie,Red River,0,1948,133,Western,7.8,30458
movie,The Red Shoes,0,1948,135,Drama,8.1,33857
movie,The Red Shoes,0,1948,135,Music,8.1,33857
movie,The Red Shoes,0,1948,135,Romance,8.1,33857
movie,Rope,0,1948,80,Crime,8.0,139141
movie,Rope,0,1948,80,Drama,8.0,139141
movie,Rope,0,1948,80,Mystery,8.0,139141
movie,The Treasure of the Sierra Madre,0,1948,126,Adventure,8.2,121783
movie,The Treasure of the Sierra Madre,0,1948,126,Drama,8.2,121783
movie,The Treasure of the Sierra Madre,0,1948,126,Western,8.2,121783
movie,Kind Hearts and Coronets,0,1949,106,Comedy,8.0,36625
movie,Kind Hearts and Coronets,0,1949,106,Crime,8.0,36625
movie,The Third Man,0,1949,104,Film-Noir,8.1,167904
movie,The Third Man,0,1949,104,Mystery,8.1,167904
movie,The Third Man,0,1949,104,Thriller,8.1,167904
movie,White Heat,0,1949,114,Action,8.1,32066
movie,White Heat,0,1949,114,Crime,8.1,32066
movie,White Heat,0,1949,114,Drama,8.1,32066
movie,All About Eve,0,1950,138,Drama,8.2,128145
movie,The Asphalt Jungle,0,1950,112,Crime,7.9,26072
movie,The Asphalt Jungle,0,1950,112,Drama,7.9,26072
movie,The Asphalt Jungle,0,1950,112,Film-Noir,7.9,26072
movie,Cinderella,0,1950,74,Animation,7.3,155017
movie,Cinderella,0,1950,74,Family,7.3,155017
movie,Cinderella,0,1950,74,Fantasy,7.3,155017
movie,Harvey,0,1950,104,Comedy,7.9,54722
movie,Harvey,0,1950,104,Drama,7.9,54722
movie,Harvey,0,1950,104,Fantasy,7.9,54722
movie,In a Lonely Place,0,1950,94,Drama,8.0,30297
movie,In a Lonely Place,0,1950,94,Film-Noir,8.0,30297
movie,In a Lonely Place,0,1950,94,Mystery,8.0,30297
movie,Rashomon,0,1950,88,Crime,8.2,163357
movie,Rashomon,0,1950,88,Drama,8.2,163357
movie,Rashomon,0,1950,88,Mystery,8.2,163357
movie,Sunset Blvd.,0,1950,110,Drama,8.4,215060
movie,Sunset Blvd.,0,1950,110,Film-Noir,8.4,215060
movie,The African Queen,0,1951,105,Adventure,7.8,77102
movie,The African Queen,0,1951,105,Drama,7.8,77102
movie,The African Queen,0,1951,105,Romance,7.8,77102
movie,Alice in Wonderland,0,1951,75,Adventure,7.4,137167
movie,Alice in Wonderland,0,1951,75,Animation,7.4,137167
movie,Alice in Wonderland,0,1951,75,Comedy,7.4,137167
movie,An American in Paris,0,1951,114,Drama,7.2,32842
movie,An American in Paris,0,1951,114,Musical,7.2,32842
movie,An American in Paris,0,1951,114,Romance,7.2,32842
movie,Ace in the Hole,0,1951,111,Drama,8.1,34818
movie,Ace in the Hole,0,1951,111,Film-Noir,8.1,34818
movie,The Day the Earth Stood Still,0,1951,92,Drama,7.7,80519
movie,The Day the Earth Stood Still,0,1951,92,Sci-Fi,7.7,80519
movie,Strangers on a Train,0,1951,101,Crime,8.0,131168
movie,Strangers on a Train,0,1951,101,Drama,8.0,131168
movie,Strangers on a Train,0,1951,101,Film-Noir,8.0,131168
movie,A Streetcar Named Desire,0,1951,122,Drama,8.0,105614
movie,The Thing from Another World,0,1951,87,Horror,7.1,29232
movie,The Thing from Another World,0,1951,87,Sci-Fi,7.1,29232
movie,High Noon,0,1952,85,Drama,8.0,102215
movie,High Noon,0,1952,85,Thriller,8.0,102215
movie,High Noon,0,1952,85,Western,8.0,102215
movie,Ikiru,0,1952,143,Drama,8.3,75602
movie,The Quiet Man,0,1952,129,Comedy,7.8,37489
movie,The Quiet Man,0,1952,129,Drama,7.8,37489
movie,The Quiet Man,0,1952,129,Romance,7.8,37489
movie,Singin' in the Rain,0,1952,103,Comedy,8.3,233833
movie,Singin' in the Rain,0,1952,103,Musical,8.3,233833
movie,Singin' in the Rain,0,1952,103,Romance,8.3,233833
movie,Umberto D.,0,1952,89,Drama,8.2,25105
movie,The Big Heat,0,1953,89,Crime,7.9,26051
movie,The Big Heat,0,1953,89,Film-Noir,7.9,26051
movie,The Big Heat,0,1953,89,Thriller,7.9,26051
movie,From Here to Eternity,0,1953,118,Drama,7.6,45986
movie,From Here to Eternity,0,1953,118,Romance,7.6,45986
movie,From Here to Eternity,0,1953,118,War,7.6,45986
movie,Gentlemen Prefer Blondes,0,1953,91,Comedy,7.2,35819
movie,Gentlemen Prefer Blondes,0,1953,91,Musical,7.2,35819
movie,Gentlemen Prefer Blondes,0,1953,91,Romance,7.2,35819
movie,Peter Pan,0,1953,77,Adventure,7.3,135109
movie,Peter Pan,0,1953,77,Animation,7.3,135109
movie,Peter Pan,0,1953,77,Family,7.3,135109
movie,Roman Holiday,0,1953,118,Comedy,8.0,135331
movie,Roman Holiday,0,1953,118,Romance,8.0,135331
movie,The Wages of Fear,0,1953,131,Adventure,8.1,59315
movie,The Wages of Fear,0,1953,131,Drama,8.1,59315
movie,The Wages of Fear,0,1953,131,Thriller,8.1,59315
movie,Shane,0,1953,118,Drama,7.6,39685
movie,Shane,0,1953,118,Western,7.6,39685
movie,Stalag 17,0,1953,120,Comedy,8.0,54846
movie,Stalag 17,0,1953,120,Drama,8.0,54846
movie,Stalag 17,0,1953,120,War,8.0,54846
movie,Tokyo Story,0,1953,136,Drama,8.2,59322
movie,The War of the Worlds,0,1953,85,Action,7.1,34806
movie,The War of the Worlds,0,1953,85,Sci-Fi,7.1,34806
movie,The War of the Worlds,0,1953,85,Thriller,7.1,34806
movie,"20,000 Leagues Under the Sea",0,1954,127,Adventure,7.2,32912
movie,"20,000 Leagues Under the Sea",0,1954,127,Drama,7.2,32912
movie,"20,000 Leagues Under the Sea",0,1954,127,Family,7.2,32912
movie,The Caine Mutiny,0,1954,124,Drama,7.7,27115
movie,The Caine Mutiny,0,1954,124,War,7.7,27115
movie,Creature from the Black Lagoon,0,1954,79,Horror,7.0,29387
movie,Creature from the Black Lagoon,0,1954,79,Sci-Fi,7.0,29387
movie,Diabolique,0,1955,117,Crime,8.1,64753
movie,Diabolique,0,1955,117,Drama,8.1,64753
movie,Diabolique,0,1955,117,Horror,8.1,64753
movie,Dial M for Murder,0,1954,105,Crime,8.2,170211
movie,Dial M for Murder,0,1954,105,Thriller,8.2,170211
movie,Godzilla,0,1954,96,Horror,7.6,32739
movie,Godzilla,0,1954,96,Sci-Fi,7.6,32739
movie,On the Waterfront,0,1954,108,Crime,8.1,150995
movie,On the Waterfront,0,1954,108,Drama,8.1,150995
movie,On the Waterfront,0,1954,108,Thriller,8.1,150995
movie,Rear Window,0,1954,112,Mystery,8.5,474852
movie,Rear Window,0,1954,112,Thriller,8.5,474852
movie,Sabrina,0,1954,113,Comedy,7.6,63298
movie,Sabrina,0,1954,113,Drama,7.6,63298
movie,Sabrina,0,1954,113,Romance,7.6,63298
movie,Seven Samurai,0,1954,207,Action,8.6,335220
movie,Seven Samurai,0,1954,207,Drama,8.6,335220
movie,La Strada,0,1954,108,Drama,8.0,61796
movie,White Christmas,0,1954,120,Comedy,7.6,42168
movie,White Christmas,0,1954,120,Musical,7.6,42168
movie,White Christmas,0,1954,120,Romance,7.6,42168
movie,Rififi,0,1955,118,Crime,8.1,33285
movie,Rififi,0,1955,118,Drama,8.1,33285
movie,Rififi,0,1955,118,Thriller,8.1,33285
movie,East of Eden,0,1955,118,Drama,7.9,44449
movie,Lady and the Tramp,0,1955,76,Adventure,7.3,131188
movie,Lady and the Tramp,0,1955,76,Animation,7.3,131188
movie,Lady and the Tramp,0,1955,76,Comedy,7.3,131188
movie,The Ladykillers,0,1955,91,Comedy,7.7,28713
movie,The Ladykillers,0,1955,91,Crime,7.7,28713
movie,The Night of the Hunter,0,1955,92,Crime,8.0,87135
movie,The Night of the Hunter,0,1955,92,Drama,8.0,87135
movie,The Night of the Hunter,0,1955,92,Film-Noir,8.0,87135
movie,Pather Panchali,0,1955,125,Drama,8.4,30445
movie,Rebel Without a Cause,0,1955,111,Drama,7.7,88423
movie,The Seven Year Itch,0,1955,105,Comedy,7.1,37736
movie,The Seven Year Itch,0,1955,105,Romance,7.1,37736
movie,To Catch a Thief,0,1955,106,Mystery,7.4,70938
movie,To Catch a Thief,0,1955,106,Romance,7.4,70938
movie,To Catch a Thief,0,1955,106,Thriller,7.4,70938
movie,The Trouble with Harry,0,1955,99,Comedy,7.1,37495
movie,The Trouble with Harry,0,1955,99,Mystery,7.1,37495
movie,Around the World in 80 Days,0,1956,167,Adventure,6.8,26647
movie,Around the World in 80 Days,0,1956,167,Comedy,6.8,26647
movie,Around the World in 80 Days,0,1956,167,Family,6.8,26647
movie,Forbidden Planet,0,1956,98,Adventure,7.6,47966
movie,Forbidden Planet,0,1956,98,Sci-Fi,7.6,47966
movie,Giant,0,1956,201,Drama,7.6,37705
movie,Giant,0,1956,201,Western,7.6,37705
movie,Invasion of the Body Snatchers,0,1956,80,Drama,7.7,48289
movie,Invasion of the Body Snatchers,0,1956,80,Horror,7.7,48289
movie,Invasion of the Body Snatchers,0,1956,80,Sci-Fi,7.7,48289
movie,The Killing,0,1956,84,Crime,8.0,87415
movie,The Killing,0,1956,84,Drama,8.0,87415
movie,The Killing,0,1956,84,Film-Noir,8.0,87415
movie,The King and I,0,1956,133,Biography,7.4,25520
movie,The King and I,0,1956,133,Drama,7.4,25520
movie,The King and I,0,1956,133,Musical,7.4,25520
movie,The Man Who Knew Too Much,0,1956,120,Drama,7.4,62822
movie,The Man Who Knew Too Much,0,1956,120,Thriller,7.4,62822
movie,The Searchers,0,1956,119,Adventure,7.9,86698
movie,The Searchers,0,1956,119,Drama,7.9,86698
movie,The Searchers,0,1956,119,Western,7.9,86698
movie,The Ten Commandments,0,1956,220,Adventure,7.9,68326
movie,The Ten Commandments,0,1956,220,Drama,7.9,68326
movie,The Ten Commandments,0,1956,220,Family,7.9,68326
movie,12 Angry Men,0,1957,96,Crime,9.0,750615
movie,12 Angry Men,0,1957,96,Drama,9.0,750615
movie,An Affair to Remember,0,1957,115,Drama,7.5,29827
movie,An Affair to Remember,0,1957,115,Romance,7.5,29827
movie,The Bridge on the River Kwai,0,1957,161,Adventure,8.1,214785
movie,The Bridge on the River Kwai,0,1957,161,Drama,8.1,214785
movie,The Bridge on the River Kwai,0,1957,161,War,8.1,214785
movie,Funny Face,0,1957,103,Comedy,7.0,29485
movie,Funny Face,0,1957,103,Musical,7.0,29485
movie,Funny Face,0,1957,103,Romance,7.0,29485
movie,Throne of Blood,0,1957,110,Drama,8.1,50792
movie,Throne of Blood,0,1957,110,History,8.1,50792
movie,Nights of Cabiria,0,1957,110,Drama,8.1,47507
movie,Paths of Glory,0,1957,88,Drama,8.4,190832
movie,Paths of Glory,0,1957,88,War,8.4,190832
movie,The Seventh Seal,0,1957,96,Drama,8.2,179297
movie,The Seventh Seal,0,1957,96,Fantasy,8.2,179297
movie,The Seventh Seal,0,1957,96,History,8.2,179297
movie,Wild Strawberries,0,1957,91,Drama,8.2,104283
movie,Wild Strawberries,0,1957,91,Romance,8.2,104283
movie,Sweet Smell of Success,0,1957,96,Drama,8.0,30828
movie,Sweet Smell of Success,0,1957,96,Film-Noir,8.0,30828
movie,Witness for the Prosecution,0,1957,116,Crime,8.4,120060
movie,Witness for the Prosecution,0,1957,116,Drama,8.4,120060
movie,Witness for the Prosecution,0,1957,116,Mystery,8.4,120060
movie,The Wrong Man,0,1956,105,Drama,7.4,27772
movie,The Wrong Man,0,1956,105,Film-Noir,7.4,27772
movie,The Blob,0,1958,86,Horror,6.4,25582
movie,The Blob,0,1958,86,Sci-Fi,6.4,25582
movie,Cat on a Hot Tin Roof,0,1958,108,Drama,8.0,48229
movie,House on Haunted Hill,0,1959,75,Crime,6.8,26415
movie,House on Haunted Hill,0,1959,75,Horror,6.8,26415
movie,House on Haunted Hill,0,1959,75,Mystery,6.8,26415
movie,The Hidden Fortress,0,1958,139,Action,8.1,37988
movie,The Hidden Fortress,0,1958,139,Adventure,8.1,37988
movie,The Hidden Fortress,0,1958,139,Drama,8.1,37988
movie,Plan 9 from Outer Space,0,1957,79,Horror,4.0,37996
movie,Plan 9 from Outer Space,0,1957,79,Sci-Fi,4.0,37996
movie,Touch of Evil,0,1958,95,Crime,8.0,102750
movie,Touch of Evil,0,1958,95,Drama,8.0,102750
movie,Touch of Evil,0,1958,95,Film-Noir,8.0,102750
movie,Vertigo,0,1958,128,Mystery,8.3,389996
movie,Vertigo,0,1958,128,Romance,8.3,389996
movie,Vertigo,0,1958,128,Thriller,8.3,389996
movie,Anatomy of a Murder,0,1959,161,Drama,8.0,64665
movie,Anatomy of a Murder,0,1959,161,Mystery,8.0,64665
movie,Ben-Hur,0,1959,212,Adventure,8.1,232454
movie,Ben-Hur,0,1959,212,Drama,8.1,232454
movie,Ben-Hur,0,1959,212,History,8.1,232454
movie,Hiroshima Mon Amour,0,1959,90,Drama,7.9,30927
movie,Hiroshima Mon Amour,0,1959,90,Romance,7.9,30927
movie,North by Northwest,0,1959,136,Adventure,8.3,318175
movie,North by Northwest,0,1959,136,Mystery,8.3,318175
movie,North by Northwest,0,1959,136,Thriller,8.3,318175
movie,The 400 Blows,0,1959,99,Crime,8.1,113974
movie,The 400 Blows,0,1959,99,Drama,8.1,113974
movie,Rio Bravo,0,1959,141,Western,8.0,60584
movie,Sleeping Beauty,0,1959,75,Adventure,7.2,144424
movie,Sleeping Beauty,0,1959,75,Animation,7.2,144424
movie,Sleeping Beauty,0,1959,75,Family,7.2,144424
movie,Some Like It Hot,0,1959,121,Comedy,8.2,259124
movie,Some Like It Hot,0,1959,121,Music,8.2,259124
movie,Some Like It Hot,0,1959,121,Romance,8.2,259124
movie,Eyes Without a Face,0,1960,90,Drama,7.7,30546
movie,Eyes Without a Face,0,1960,90,Horror,7.7,30546
movie,Breathless,0,1960,90,Crime,7.8,78852
movie,Breathless,0,1960,90,Drama,7.8,78852
movie,The Apartment,0,1960,125,Comedy,8.3,175824
movie,The Apartment,0,1960,125,Drama,8.3,175824
movie,The Apartment,0,1960,125,Romance,8.3,175824
movie,L'Avventura,0,1960,144,Drama,7.8,28850
movie,L'Avventura,0,1960,144,Mystery,7.8,28850
movie,L'Avventura,0,1960,144,Romance,7.8,28850
movie,La Dolce Vita,0,1960,174,Comedy,8.0,71220
movie,La Dolce Vita,0,1960,174,Drama,8.0,71220
movie,Inherit the Wind,0,1960,128,Biography,8.1,29515
movie,Inherit the Wind,0,1960,128,Drama,8.1,29515
movie,Inherit the Wind,0,1960,128,History,8.1,29515
movie,The Virgin Spring,0,1960,89,Drama,8.1,28547
movie,The Magnificent Seven,0,1960,128,Action,7.7,92870
movie,The Magnificent Seven,0,1960,128,Adventure,7.7,92870
movie,The Magnificent Seven,0,1960,128,Western,7.7,92870
movie,Peeping Tom,0,1960,101,Drama,7.7,34282
